帖子编号,固定链接,发布消息,类型,国家/地区,语言,发了帖子,受众定位,广告发布期间帖子总覆盖人数,广告发布期间帖子自然覆盖人数,广告发布期间帖子付费覆盖人数,广告发布期间帖子总展示次数,广告发布期间帖子自然展示次数,广告发布期间帖子付费展示次数,广告发布期间互动用户人数,广告发布期间帖子消费者人数,广告发布期间帖子使用量,广告发布期间的负面反馈,广告发布期间用户负面反馈次数,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子覆盖人数（按赞主页的用户）,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子对赞主页用户的付费覆盖人数,广告发布期间赞主页和与帖子互动的用户人数,"广告发布期间 95% 自然观看量","广告发布期间 95% 自然观看量","广告发布期间 95% 视频付费观看量","广告发布期间 95% 视频付费观看量",广告发布期间视频自然观看量,广告发布期间视频自然观看量,广告发布期间视频付费观看量,广告发布期间视频付费观看量,广告发布期间的视频平均观看时间,视频总时长,"广告发布期间（帖子）谈论次数（按操作类型） - share","广告发布期间（帖子）谈论次数（按操作类型） - like","广告发布期间（帖子）谈论次数（按操作类型） - comment","广告发布期间的帖子动态（按操作类型） - share","广告发布期间的帖子动态（按操作类型） - like","广告发布期间的帖子动态（按操作类型） - comment","广告发布期间帖子消费者（按类型） - other clicks","广告发布期间帖子消费者（按类型） - photo view","广告发布期间帖子消费者（按类型） - video play","广告发布期间帖子消费者（按类型） - link clicks","广告发布期间帖子使用量 - 按类型 - other clicks","广告发布期间帖子使用量 - 按类型 - photo view","广告发布期间帖子使用量 - 按类型 - video play","广告发布期间帖子使用量 - 按类型 - link clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_all_clicks","广告发布期间用户负面反馈次数 - 按类型 - unlike_page_clicks","广告发布期间用户负面反馈次数 - 按类型 - report_spam_clicks","广告发布期间的负面反馈 - hide_clicks","广告发布期间的负面反馈 - hide_all_clicks","广告发布期间的负面反馈 - unlike_page_clicks","广告发布期间的负面反馈 - report_spam_clicks"
169799706487474_1237126076421493,https://www.facebook.com/CGTNFrancais/posts/1237126076421493,"#CES2018 : les nouveautés des constructeurs automobiles

Le salon des nouvelles technologies est un événement qui attire de plus en plus les constructeurs automobiles. Plusieurs nouveautés en matière de voitures connectées et électriques ont été présentées.",Photo,,,"01/14/2018 09:00:01 AM"," ",338299,306577,0,591986,532792,0,28658,17784,20973,19,20,529671,303160,0,0,26696,0,0,0,0,0,0,0,0,0,0,1090,13057,99,1138,13587,109,3136,16124,,,4213,16760,,,8,11,,1,8,11,,1
169799706487474_1237123046421796,https://www.facebook.com/CGTNFrancais/videos/1237123046421796/,"Donald Trump menace de quitter l'accord dans quelques mois 

Le Président américain Donald J. Trump a annulé un ensemble de sanctions contre l'Iran, comme le requiert l'accord nucléaire de 2015. Les États-Unis restent donc dans l'accord pour le moment. Mais le président américain a prévenu ses alliés européens, ainsi que le congrès qu'il ne signera plus d'annulation des sanctions, s'ils ne parviennent pas à se mettre d'accord sur des changements radicaux.",Video,,,"01/14/2018 08:00:00 AM"," ",27235,27080,0,54977,54682,0,1402,1202,1865,1,1,52138,25494,0,0,1227,148,157,0,0,3624,3876,0,0,6887,126185,23,237,7,24,236,7,1034,36,484,,1302,39,524,,,,,1,,,,1
169799706487474_1237128069754627,https://www.facebook.com/CGTNFrancais/posts/1237128069754627,"Chine : pont sur la rivière Yelang au Guizhou 

Cette photo prise le 11 janvier 2018 montre le pont sur la rivière Yelang à Tongzi, un district de la ville de Zunyi, dans la province chinoise du Guizhou (sud-ouest). Le pont est un maillon important d'un chemin de fer connectant deux grandes villes, Chongqing et Guiyang, dans le sud-ouest du pays. Le pont et le chemin de fer ont été mis en service en mode d'essai.",Photo,,,"01/14/2018 07:00:00 AM"," ",200302,189230,0,351583,330978,0,10588,6759,7623,11,11,328290,188046,0,0,9817,0,0,0,0,0,0,0,0,0,0,317,4340,19,334,4366,20,1679,5451,,,1998,5625,,,8,3,,,8,3,,
169799706487474_1237241469743287,https://www.facebook.com/CGTNFrancais/videos/1237241469743287/,"#CorrespondantsSpéciaux Une compagnie chinoise d’assemblage de téléphones portables exporte des Smartphones depuis l’Ethiopie 

La compagnie chinoise d’assemblage de téléphones portables, TECNO, est présente dans 5 pays africains. C'est en Éthiopie que l'entreprise a installé son unique usine d’assemblage. Elle exporte actuellement des Smartphones assemblés en Ethiopie vers l’Asie et d’autres pays africains, apportant plus de 50 millions de dollars américains au pays et créant de nombreux emplois sur place.",Video,,,"01/14/2018 06:30:00 AM"," ",37710,37302,0,70238,69629,0,2199,1910,3298,4,4,66670,35358,0,0,1933,289,289,0,0,5483,5742,0,0,8172,148414,48,390,4,59,392,4,1664,35,967,,2154,37,1107,,,4,,,,4,,
169799706487474_1237153323085435,https://www.facebook.com/CGTNFrancais/posts/1237153323085435,"Foshan : carrefour de tradition et de modernité

Foshan est une ville ancienne qui possède une grande richesse culturelle dans la province chinoise du Guangdong. Depuis des siècles, Foshan est le centre économique et commercial de cette région ; la ville est également très réputée dans tout le pays pour sa production de céramiques de grande qualité. 

Elle est aussi la cité du kung-fu. Riche de plusieurs milliers d'années d'histoire, le kung-fu chinois est un art qui a connu un développement tentaculaire, générant une large variété de styles et de courants spirituels mystérieux. Pour simplifier, le kung-fu traditionnel chinois peut être divisé en deux grandes écoles, l'école du Nord et l'école du Sud. La première est régie par le temple Shaolin, alors que la seconde est basée à Foshan.",Photo,,,"01/14/2018 06:00:01 AM"," ",155345,151348,0,288822,281365,0,10692,6107,7103,12,14,278828,149911,0,0,10337,0,0,0,0,0,0,0,0,0,0,156,5550,35,170,5599,37,1695,4913,,,1880,5223,,,10,3,,1,8,3,,1
169799706487474_1237120566422044,https://www.facebook.com/CGTNFrancais/videos/1237120566422044/,"Wang Yi visite 4 pays africains

Le ministre chinois des Affaires étrangères Wang Yi a commencé une tournée de 4 pays africains ce week-end. Les délégations dirigées par Wang Yi et son homologue rwandaise Louise Mushikiwabo se sont rencontrées aujourd'hui dans la capitale du Rwanda Kigali. Le ministère chinois des Affaires étrangères a déclaré que le voyage de M. Wang au Rwanda, en Angola, au Gabon et à Sao Tome et Principe avait pour but de promouvoir la solidarité et la coopération.",Video,,,"01/14/2018 05:00:00 AM"," ",26120,26025,0,52163,51904,0,1735,1497,2500,4,4,50667,25161,0,0,1516,329,343,0,0,2587,2767,0,0,3586,36691,19,312,6,21,324,7,1297,11,773,,1630,11,859,,2,2,,,2,2,,
169799706487474_1237129156421185,https://www.facebook.com/CGTNFrancais/videos/1237129156421185/,"Les secouristes retrouvent deux corps supplémentaires d'un pétrolier incendié

Les secouristes ont trouvé deux corps supplémentaires d'un pétrolier incendié en mer de Chine orientale. Mais des dizaines d'autres sont portés disparus après qu'un navire est entré en collision la semaine dernière avec un cargo enregistré à #HongKong.",Video,,,"01/14/2018 04:00:00 AM"," ",73541,72219,0,129434,127347,0,6901,6348,12001,6,6,122992,69127,0,0,6289,1147,1147,0,0,13234,14072,0,0,10511,92819,92,811,3,95,815,3,5897,7,4142,,7474,7,4520,,3,2,,1,3,2,,1
169799706487474_1237162409751193,https://www.facebook.com/CGTNFrancais/posts/1237162409751193,"#19eCongrèsDuPCC  Avoir le courage d'affronter les problèmes, faire preuve d'une volonté de fer pour mener la tâche jusqu'au bout comme si l'on n'hésitait pas à racler l'os pour en éliminer le poison.",Photo,,,"01/14/2018 03:00:02 AM"," ",71088,70876,0,135810,134907,0,2164,886,990,5,6,132959,69447,0,0,2079,0,0,0,0,0,0,0,0,0,0,31,1330,5,31,1372,5,396,524,,,431,559,,,2,4,,,1,4,,
169799706487474_1237121909755243,https://www.facebook.com/CGTNFrancais/videos/1237121909755243/,"Le Président américain nie tout racisme 

Aux Etats-Unis, le Président Donald J. Trump est sur la défensive à nouveau ce week-end. On l'accuse d'avoir fait des remarques désobligeantes sur certains pays et d'avoir fait preuve de racisme. Ces commentaires auraient été proférés durant une réunion de politique migratoire à la Maison Blanche jeudi. Ils ont provoqué une vague de colère aux Etats-Unis et dans le monde.",Video,,,"01/14/2018 02:00:01 AM"," ",69312,68110,0,126392,123499,0,4291,3834,6074,10,10,120509,66342,0,0,3834,1301,1301,0,0,9741,10312,0,0,8304,94014,78,524,72,85,548,91,3601,6,1416,,4498,6,1570,,7,3,,,7,3,,
169799706487474_1237225449744889,https://www.facebook.com/CGTNFrancais/videos/1237225449744889/,"Téhéran promet de répondre aux nouvelles sanctions américaines

L'Iran a rejeté tout changement sur l'accord sur le nucléaire conclu avec les autres grandes puissances. Dans une déclaration publiée par son ministère des Affaires étrangères, l'Iran a affirmé qu'il n'accepterait aucune modification présente ou future, et qu'il ne permettrait pas que d'autres questions soient liées à ce pacte.",Video,,,"01/14/2018 01:36:00 AM"," ",34553,34256,0,64152,63673,0,2645,2354,4315,3,6,61588,33018,0,0,2382,120,123,0,0,5272,5498,0,0,6024,173651,28,384,2,31,394,3,2127,1,1345,,2799,2,1514,,,4,,2,,3,,1
169799706487474_1237285893072178,https://www.facebook.com/CGTNFrancais/videos/1237285893072178/,"Culture Express 01/14",Video,,,"01/14/2018 01:00:04 AM"," ",34063,33210,0,52439,51118,0,3150,2487,3383,4,4,35609,20719,0,0,2855,15,15,0,0,6338,6621,0,0,11869,880501,48,920,125,54,1424,140,1063,1,1938,,1364,1,2018,,2,2,,,2,2,,
169799706487474_1237119803088787,https://www.facebook.com/CGTNFrancais/videos/1237119803088787/,"Le ministre chinois des Affaires étrangères est au Rwanda à l'occasion de sa tournée en Afrique 

Le ministre chinois des Affaires étrangères Wang Yi a rencontré le Président rwandais Paul Kagame dans la capitale rwandaise Kigali. Wang Yi a salué les bonnes relations des deux pays, marquées depuis de longues années par la compréhension, la confiance et le soutien mutuels. Il a également déclaré que la Chine souhaitait renforcer ses échanges avec le Rwanda dans différents domaines - de la gouvernance à la culture.",Video,,,"01/14/2018 12:00:00 AM"," ",19520,19350,0,37587,37344,0,907,714,1254,3,3,36252,18472,0,0,816,196,196,0,0,2085,2194,0,0,3649,47571,12,229,3,12,228,3,658,7,316,,876,7,371,,1,2,,,1,2,,
169799706487474_1237140516420049,https://www.facebook.com/CGTNFrancais/posts/1237140516420049,"Dronestagram dévoile les plus belles photographies aériennes de l’année

Avec son Best Drone Photos of 2017, la plateforme Dronestagram nous dévoile les plus belles photographies aériennes de l’année. De superbes images réalisées à travers le monde entier par des professionnels et des amateurs, qui nous offrent un nouveau regard sur les villes et les paysages. Des photos magnifiques !",Photo,,,"01/13/2018 11:00:00 PM"," ",154636,150464,0,273237,265926,0,7980,4816,5639,12,12,263277,148613,0,0,7703,0,0,0,0,0,0,0,0,0,0,181,3178,12,183,3249,12,1071,4127,,,1372,4267,,,4,8,,,4,8,,
169799706487474_1237223796411721,https://www.facebook.com/CGTNFrancais/videos/1237223796411721/,"Les entreprises chinoises rationalisent la collecte de données 

Le régulateur chinois de la technologie de l'information a exhorté les entreprises de technologie du pays à rationaliser leurs processus de collecte d'informations sur leurs utilisateurs. Un geste qui intervient après une série de plaintes sur de potentielles violations de la vie privée.",Video,,,"01/13/2018 09:48:46 PM"," ",28408,28328,0,51138,50856,0,1659,1491,2859,2,2,49157,27159,0,0,1480,119,119,0,0,3090,3369,0,0,5015,96979,19,215,1,22,218,1,1318,12,900,,1819,12,1028,,1,1,,,1,1,,
169799706487474_1237118776422223,https://www.facebook.com/CGTNFrancais/posts/1237118776422223,"Une fausse alerte sur l'arrivée d'un missile balistique à Hawaï, selon des responsables américains 

Samedi, les habitants d'Hawaï ont reçu un message d'alerte, via leurs téléphones portables, faisant état d'une &quot;menace de missile balistique sur Hawaï&quot;, mais les responsables de cet Etat américain l'ont rapidement qualifié de &quot;fausse alerte&quot;.

&quot;Menace de missile balistique sur Hawaï, mettez-vous immédiatement à l'abri. Ce n'est pas un exercice&quot;, ont reçu les habitants d'Hawaï sur leur téléphone portable.

L'Agence de gestion des urgences d'Hawaï a confirmé via Twitter qu'il n'y avait &quot;AUCUNE menace de missile sur Hawaï&quot;.",Photo,,,"01/13/2018 05:26:27 PM"," ",66723,66643,0,119651,119564,0,1837,1131,1333,4,5,117886,65904,0,0,1791,0,0,0,0,0,0,0,0,0,0,6,717,10,6,763,11,544,640,,,626,707,,,4,1,,,3,1,,
169799706487474_1236299863170781,https://www.facebook.com/CGTNFrancais/posts/1236299863170781,"Le 11 janvier, plusieurs jeunes femmes chinoises ont pratiqué le yoga sur les sommets du mont Funiu à Luoyang (Henan), à quelque 2 000 mètres d'altitude. Les vieux bâtiments enneigés et leurs robes rouges ont créé une image impressionnante.",Photo,,,"01/13/2018 11:00:00 AM"," ",134803,133356,0,250299,247605,0,5700,3504,4081,6,11,244519,131421,0,0,5497,0,0,0,0,0,0,0,0,0,0,80,2310,14,81,2333,17,816,2880,,,1026,3055,,,7,4,,,3,4,,
169799706487474_1236299409837493,https://www.facebook.com/CGTNFrancais/posts/1236299409837493,"Le chantier naval Shanghai Waigaoqiao Shipbuiding a livré le 11 janvier le Yuanyanghai, premier et plus gros minéralier de la série VLOC (Very Large Ore Carrier ou Très grand minéralier), à son client China Ore Shipping à Shanghai. Mesurant 362 mètres de long, 65 mètres de large et 30,4 mètres de haut, il s’agit également du minéralier le plus avancé au monde pour ses performances nettement améliorées par rapport aux bateaux de la génération précédente, en termes de normes économique, écologique, énergétique et de sécurité. Sa consommation unitaire de carburant n’est que de 30% de celle de la génération précédente.",Photo,,,"01/13/2018 10:00:00 AM"," ",167218,162132,0,287319,276924,0,7581,4243,4860,11,12,274210,160047,0,0,7259,0,0,0,0,0,0,0,0,0,0,193,3457,25,203,3457,27,1535,3036,,,1670,3190,,,5,6,,1,5,6,,1
169799706487474_1236396976494403,https://www.facebook.com/CGTNFrancais/videos/1236396976494403/,"La situation commerciale de la Chine a été meilleure que prévu en 2017 et les échanges commerciaux avec certains des pays le long de la &quot;Ceinture et Route&quot; semblaient être parmi les faits saillants. Voyons pourquoi et dans quels secteurs les tendances de croissance se sont concentrées dans le reportage qui suit.",Video,,,"01/13/2018 09:30:00 AM"," ",44511,43884,0,82807,81900,0,3702,3439,6701,7,8,78851,41926,0,0,3365,301,310,0,0,5610,6041,0,0,6363,125545,42,445,5,46,454,6,3122,29,2199,,4131,30,2540,,4,4,,,3,4,,
169799706487474_1236295683171199,https://www.facebook.com/CGTNFrancais/posts/1236295683171199,"Le porte-parole du ministère du Commerce Gao Feng a fait un point le 11 janvier, lors d’une conférence de presse sur les résultats commerciaux de la dernière visite d’État du président français Emmanuel Macron en Chine. A l’occasion de la visite, les chefs d’État des deux pays sont parvenus à d’importants consensus sur le développement de la coopération économique et commerciale dans le cadre de l’initiative  « la Ceinture et la Route ». Le président Emmanuel Macron a explicitement déclaré son intérêt et son soutien à la China International Import Expo qui se tiendra avant la fin de 2018 à Shanghai.",Photo,,,"01/13/2018 09:00:00 AM"," ",53879,53762,0,99889,99471,0,1169,625,674,1,1,97783,52020,0,0,1126,0,0,0,0,0,0,0,0,0,0,10,563,6,11,593,16,387,260,,,403,271,,,,1,,,,1,,
169799706487474_1236295253171242,https://www.facebook.com/CGTNFrancais/posts/1236295253171242,"Planification de la Zone nouvelle de Xiong'an, organisation des Jeux olympiques d'hiver de Beijing, réduction des inégalités en matière de niveau de vie de la population, prix des ressources et des services, développement économique de la province du Hebei... 

D'après les informations disponibles, l'année prochaine, la province du Hebei s'appuiera, conformément aux exigences d'un développement de haute qualité, sur la réforme structurelle de l'offre comme ligne principale pour promouvoir le changement en matière de qualité, d'efficacité et de dynamisme, mettant l'accent sur l'intégration synergique de l'innovation et de la compétence, de la réforme et de l'ouverture, de la transformation et de la modernisation, le renforcement de l'efficacité, l'amélioration des moyens de subsistance des gens, l'optimisation de l'environnement et en même temps la promotion d'un développement économique et social durable et sain.",Photo,,,"01/13/2018 08:01:00 AM"," ",129663,128107,0,237958,235510,0,6825,3466,4125,11,11,233186,126445,0,0,6674,0,0,0,0,0,0,0,0,0,0,72,3412,10,74,3448,10,895,2738,,,1041,3084,,,7,4,,,7,4,,
169799706487474_1236399779827456,https://www.facebook.com/CGTNFrancais/videos/1236399779827456/,"Le directeur général de la chaîne hôtelière américaine Marriott s'est excusé jeudi, après que la compagnie a classé le Tibet comme un pays indépendant dans un questionnaire destiné aux clients. Le directeur général a promis de prendre des mesures pour éviter de tels incidents. La déclaration dit que la compagnie a corrigé les faits inexacts et contrôlé ses sites internet et applications mobiles pour voir s'il y avait d'autres erreurs. La compagnie a déclaré qu'elle coopérerait pleinement avec les enquêtes lancées par les autorités chinoises. Les excuses du directeur général ont eu un ton plus solennel que celles données aux médias chinois qui avaient été qualifiées de non sincères. Voici la réponse du ministère chinois des Affaires étrangères.",Video,,,"01/13/2018 07:30:00 AM"," ",21163,21048,0,38766,38533,0,1556,1384,2546,4,4,37344,20250,0,0,1349,346,357,0,0,1982,2107,0,0,3557,28819,16,255,1,19,260,1,1184,13,835,,1586,14,946,,2,2,,,2,2,,
169799706487474_1236294469837987,https://www.facebook.com/CGTNFrancais/posts/1236294469837987,"La ville de Yanan, dans la province du Shaanxi, sous son manteau blanc. Un front froid a récemment provoqué des chutes de neige dans la province du Shaanxi (nord de la Chine). Avec les premières neiges de l'hiver pour la ville de Yanan.",Photo,,,"01/13/2018 07:00:00 AM"," ",82264,81802,0,147742,146974,0,2835,1428,1645,7,11,145090,81293,0,0,2761,0,0,0,0,0,0,0,0,0,0,27,1493,2,28,1515,2,429,1073,,,478,1167,,,7,4,,,3,4,,
169799706487474_1236293699838064,https://www.facebook.com/CGTNFrancais/posts/1236293699838064,"Dayin Books &amp; Cook vient d'ouvrir ses portes à Shanghai. Une librairie qui fonctionnera quotidiennement jusqu'à 2 h du matin. Les livres vendus sont principalement des ouvrages de littérature, d'histoire, de philosophie et d'art. Situé sur la route Daxue dans le district de Yangpu, ce magasin de 1 300 mètres carrés émerge suite à la fermeture de la dernière librairie 24 h/7 de la métropole chinoise, en raison de problèmes de location.",Photo,,,"01/13/2018 06:00:00 AM"," ",114245,113796,0,212743,211978,0,3887,2414,2845,9,19,209309,113044,0,0,3802,0,0,0,0,0,0,0,0,0,0,30,1698,6,31,1748,10,782,1787,,,901,1944,,,13,5,,1,4,4,,1
169799706487474_1236398266494274,https://www.facebook.com/CGTNFrancais/videos/1236398266494274/,"Une entreprise chinoise a adopté le slogan: «Fabriqué au Rwanda». Et ce faisant, elle aide à raviver ne partie de l'économie du pays.",Video,,,"01/13/2018 05:30:00 AM"," ",55419,54121,0,99832,97809,0,3566,3221,5575,7,7,94450,51733,0,0,3206,449,452,0,0,10565,11507,0,0,8212,109779,49,521,7,49,526,8,2888,11,1842,,3569,13,1993,,4,3,,,4,3,,
169799706487474_1236293069838127,https://www.facebook.com/CGTNFrancais/posts/1236293069838127,"Devant la minceur des effets de l'interdiction des sacs en plastique gratuits sur les dix dernières années, les autorités chinoises ont mis en place une boîte à idées en ligne pour solliciter l'opinion publique concernant la gestion de la pollution par les plastiques. Cette boîte à idées en ligne, créée par la Commission nationale pour le développement et la réforme (CNDR) et publiée sur son site officiel, recueillera les opinions du public du 5 janvier au 31 janvier. Les internautes sont invités à faire des suggestions pour limiter l'utilisation de produits en plastique, ainsi que sur l'établissement de nouvelles réglementations sur la gestion de la pollution au plastique.",Photo,,,"01/13/2018 05:00:00 AM"," ",67942,67686,0,129007,128720,0,2204,1483,1681,7,10,127062,66880,0,0,2155,0,0,0,0,0,0,0,0,0,0,9,754,3,9,775,3,546,1018,,,616,1065,,,8,2,,,6,2,,
